"Broadleaf Lettuce","Fruits and Vegetables","A cat-friendly common plant known for its broadleaf appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Broadleaf Lettuce  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/TREE 9_ROSE.png","5"
"Giant Sunflower","Flowers","A delicate common plant known for its giant appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Giant Sunflower  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 11_TEAL.png","54"
"Prickly Christmas Cactus","Succulents","A flood-resistant tropical plant known for its prickly appearance
    and its simple care. Ideal for spaces with low sunlight, the Prickly Christmas Cactus  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 5 - LILAC.png","17"
"Leafy Echeveria","Succulents","A delicate tropical plant known for its leafy appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Leafy Echeveria  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/TREE 14_TEAL.png","5"
"Glossy Chives","Herbs","A variegated common plant known for its glossy appearance
    and its effortless care. Ideal for spaces with no sunlight, the Glossy Chives  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 10 - RED.png","54"
"Blooming Carrot","Fruits and Vegetables","An annual common plant known for its blooming appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Blooming Carrot  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/TREE 7_SANDY GREEN.png","93"
"Vibrant Rosemary","Herbs","A poisonous exotic plant known for its vibrant appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Vibrant Rosemary  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Bush 1 - TEAL 2.png","13"
"Evergreen Blueberry","Fruits and Vegetables","An effervescent native plant known for its evergreen appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Evergreen Blueberry  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/TREE 7_YELLOWISH GREEN.png","13"
"Lush Lavender","Flowers","A herbaceous rare plant known for its lush appearance
    and its simple care. Ideal for spaces with full sunlight, the Lush Lavender  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 3 - PINK.png","84"
"Shady Spinach","Fruits and Vegetables","A drought-resistant rare plant known for its shady appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Shady Spinach  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 8 - YELLOW.png","43"
"Colorful Echeveria","Succulents","An effervescent rare plant known for its colorful appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Colorful Echeveria  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 7 - PINK.png","53"
"Exuberant Parsley","Herbs","A poisonous common plant known for its exuberant appearance
    and its simple care. Ideal for spaces with no sunlight, the Exuberant Parsley  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/TREE 10_TEAL.png","84"
"Glossy Chrysanthemum","Flowers","A delicate common plant known for its glossy appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Glossy Chrysanthemum  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 1_TEAL.png","14"
"Textured Potato","Fruits and Vegetables","An allergenic native plant known for its textured appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Textured Potato  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 6_TEAL.png","33"
"Frosty Apple","Fruits and Vegetables","A dog-friendly exotic plant known for its frosty appearance
    and its difficult care. Ideal for spaces with no sunlight, the Frosty Apple  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 5 - PINK.png","89"
"Budding String of Dolphins","Succulents","A delicate rare plant known for its budding appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Budding String of Dolphins  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 2 - YELLOW.png","35"
"Graceful Rose","Flowers","A vivid common plant known for its graceful appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Graceful Rose  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Bush 1 - WARM GREEN 2.png","3"
"Glossy Dill","Herbs","An allergenic tropical plant known for its glossy appearance
    and its simple care. Ideal for spaces with low sunlight, the Glossy Dill  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 9 - PURPLE.png","90"
"Soft Daffodil","Flowers","A stunning exotic plant known for its soft appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Soft Daffodil  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/TREE 10_YELLOWISH GREEN.png","56"
"Blooming Blueberry","Fruits and Vegetables","A dog-friendly rare plant known for its blooming appearance
    and its difficult care. Ideal for spaces with full sunlight, the Blooming Blueberry  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 11 - YELLOW.png","53"
"Bulbous Blueberry","Fruits and Vegetables","An allergenic exotic plant known for its bulbous appearance
    and its effortless care. Ideal for spaces with low sunlight, the Bulbous Blueberry  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Bush 2 - ORANGE.png","94"
"Giant Sage","Herbs","A flood-resistant tropical plant known for its giant appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Giant Sage  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 7 - YELLOW.png","82"
"Silver Marigold","Flowers","A poisonous native plant known for its silver appearance
    and its effortless care. Ideal for spaces with no sunlight, the Silver Marigold  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 4_TEAL.png","6"
"Fresh String of Dolphins","Succulents","A flood-resistant exotic plant known for its fresh appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Fresh String of Dolphins  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/TREE 13_SANDY GREEN.png","16"
"Sunny Basil","Herbs","A cat-friendly exotic plant known for its sunny appearance
    and its effortless care. Ideal for spaces with full sunlight, the Sunny Basil  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 2 - RED.png","94"
"Bold Tomato","Fruits and Vegetables","A chicken-friendly common plant known for its bold appearance
    and its difficult care. Ideal for spaces with no sunlight, the Bold Tomato  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 12 - PINK.png","13"
"Glossy Daisy","Flowers","A stunning exotic plant known for its glossy appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Glossy Daisy  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 3 - RED.png","8"
"Hearty Crown of Thorns","Succulents","A tepid native plant known for its hearty appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Hearty Crown of Thorns  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 1 - GREEN.png","56"
"Bulbous Spinach","Fruits and Vegetables","A cat-friendly native plant known for its bulbous appearance
    and its simple care. Ideal for spaces with direct sunlight, the Bulbous Spinach  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 3 - RED 2.png","40"
"Verdant Panda Plant","Succulents","A hypoallergenic tropical plant known for its verdant appearance
    and its effortless care. Ideal for spaces with no sunlight, the Verdant Panda Plant  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Bush 1 - WARM GREEN 2.png","83"
"Shimmering Christmas Cactus","Succulents","An effervescent exotic plant known for its shimmering appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Shimmering Christmas Cactus  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 13 - PURPLE.png","59"
"Fragrant Sage","Herbs","A variegated tropical plant known for its fragrant appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Fragrant Sage  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/TREE 8_GREEN.png","90"
"Wild Pepper","Fruits and Vegetables","A dog-friendly exotic plant known for its wild appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Wild Pepper  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 4_ SANDY GREEN.png","30"
"Frosty Mint","Herbs","A flood-resistant tropical plant known for its frosty appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Frosty Mint  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 10 - PURPLE.png","77"
"Delicate Thyme","Herbs","A herbaceous tropical plant known for its delicate appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Delicate Thyme  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 7 - COLORFUL.png","4"
"Bulbous Tarragon","Herbs","A flood-resistant exotic plant known for its bulbous appearance
    and its difficult care. Ideal for spaces with low sunlight, the Bulbous Tarragon  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/TREE 2_GREEN.png","55"
"Evergreen Daffodil","Flowers","A herbaceous tropical plant known for its evergreen appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Evergreen Daffodil  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 9 - PURPLE.png","33"
"Tropical Orchid","Flowers","A resilient exotic plant known for its tropical appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Tropical Orchid  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 3 - PINK.png","59"
"Aromatic Dill","Herbs","A chicken-friendly common plant known for its aromatic appearance
    and its effortless care. Ideal for spaces with full sunlight, the Aromatic Dill  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 2 - RED.png","43"
"Dwarf Parsley","Herbs","A drought-resistant common plant known for its dwarf appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Dwarf Parsley  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 6 - ORANGE.png","38"
